metric,count
opcode,8
total instruction count,4285027584
workitems,12278016
operand sum,4.28503e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,2.33371e-10
barriers per instruction,2.33371e-10
instructions per operand,1
total memory footprint,6223104
90% memory footprint,79191
global memory address entropy,15.377
local memory address entropy -- 1 LSBs skipped,16.3276
local memory address entropy -- 2 LSBs skipped,16.3276
local memory address entropy -- 3 LSBs skipped,16.6537
local memory address entropy -- 4 LSBs skipped,14.9771
local memory address entropy -- 5 LSBs skipped,14.0322
local memory address entropy -- 6 LSBs skipped,13.012
local memory address entropy -- 7 LSBs skipped,12.4431
local memory address entropy -- 8 LSBs skipped,11.9004
local memory address entropy -- 9 LSBs skipped,11.3793
local memory address entropy -- 10 LSBs skipped,10.8382
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
