metric,count
opcode,8
total instruction count,1509913600
workitems,4326400
operand sum,1.50991e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,6.6229e-10
barriers per instruction,6.6229e-10
instructions per operand,1
total memory footprint,2213120
90% memory footprint,47008
global memory address entropy,16
local memory address entropy -- 1 LSBs skipped,16.3475
local memory address entropy -- 2 LSBs skipped,16.3475
local memory address entropy -- 3 LSBs skipped,14.9416
local memory address entropy -- 4 LSBs skipped,14.2326
local memory address entropy -- 5 LSBs skipped,13.1591
local memory address entropy -- 6 LSBs skipped,12.1894
local memory address entropy -- 7 LSBs skipped,11.6308
local memory address entropy -- 8 LSBs skipped,11.1111
local memory address entropy -- 9 LSBs skipped,10.5865
local memory address entropy -- 10 LSBs skipped,10.0669
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
