metric,count
opcode,8
total instruction count,1161114624
workitems,3326976
operand sum,1.16111e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,8.61241e-10
barriers per instruction,8.61241e-10
instructions per operand,1
total memory footprint,1707264
90% memory footprint,41223
global memory address entropy,16
local memory address entropy -- 1 LSBs skipped,16.0407
local memory address entropy -- 2 LSBs skipped,16.0407
local memory address entropy -- 3 LSBs skipped,15.09
local memory address entropy -- 4 LSBs skipped,13.8862
local memory address entropy -- 5 LSBs skipped,12.9444
local memory address entropy -- 6 LSBs skipped,11.956
local memory address entropy -- 7 LSBs skipped,11.437
local memory address entropy -- 8 LSBs skipped,10.9136
local memory address entropy -- 9 LSBs skipped,10.3889
local memory address entropy -- 10 LSBs skipped,9.8689
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
