metric,count
opcode,8
total instruction count,2736160000
workitems,7840000
operand sum,2.73616e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,3.65476e-10
barriers per instruction,3.65476e-10
instructions per operand,1
total memory footprint,3987200
90% memory footprint,63280
global memory address entropy,15.0897
local memory address entropy -- 1 LSBs skipped,16.0514
local memory address entropy -- 2 LSBs skipped,16.0514
local memory address entropy -- 3 LSBs skipped,15.8509
local memory address entropy -- 4 LSBs skipped,14.7834
local memory address entropy -- 5 LSBs skipped,13.6677
local memory address entropy -- 6 LSBs skipped,12.6613
local memory address entropy -- 7 LSBs skipped,12.108
local memory address entropy -- 8 LSBs skipped,11.5538
local memory address entropy -- 9 LSBs skipped,11.0147
local memory address entropy -- 10 LSBs skipped,10.4688
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
