metric,count
opcode,8
total instruction count,157602816
workitems,451584
operand sum,1.57603e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,6.34506e-09
barriers per instruction,6.34506e-09
instructions per operand,1
total memory footprint,241920
90% memory footprint,15188
global memory address entropy,14.4534
local memory address entropy -- 1 LSBs skipped,14.4502
local memory address entropy -- 2 LSBs skipped,14.4502
local memory address entropy -- 3 LSBs skipped,13.4327
local memory address entropy -- 4 LSBs skipped,12.445
local memory address entropy -- 5 LSBs skipped,11.4394
local memory address entropy -- 6 LSBs skipped,10.4432
local memory address entropy -- 7 LSBs skipped,9.91396
local memory address entropy -- 8 LSBs skipped,9.38517
local memory address entropy -- 9 LSBs skipped,8.8814
local memory address entropy -- 10 LSBs skipped,8.32031
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
