metric,count
opcode,8
total instruction count,3718139904
workitems,10653696
operand sum,3.71814e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,2.68952e-10
barriers per instruction,2.68952e-10
instructions per operand,1
total memory footprint,5405184
90% memory footprint,73767
global memory address entropy,15.2891
local memory address entropy -- 1 LSBs skipped,16.1237
local memory address entropy -- 2 LSBs skipped,16.1237
local memory address entropy -- 3 LSBs skipped,16.1926
local memory address entropy -- 4 LSBs skipped,14.7625
local memory address entropy -- 5 LSBs skipped,13.7801
local memory address entropy -- 6 LSBs skipped,12.8371
local memory address entropy -- 7 LSBs skipped,12.3377
local memory address entropy -- 8 LSBs skipped,11.7944
local memory address entropy -- 9 LSBs skipped,11.2721
local memory address entropy -- 10 LSBs skipped,10.7255
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
