metric,count
opcode,8
total instruction count,2767519744
workitems,7929856
operand sum,2.76752e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,3.61334e-10
barriers per instruction,3.61334e-10
instructions per operand,1
total memory footprint,4032512
90% memory footprint,63642
global memory address entropy,15.0929
local memory address entropy -- 1 LSBs skipped,16.0617
local memory address entropy -- 2 LSBs skipped,16.0617
local memory address entropy -- 3 LSBs skipped,15.8733
local memory address entropy -- 4 LSBs skipped,14.4688
local memory address entropy -- 5 LSBs skipped,13.6603
local memory address entropy -- 6 LSBs skipped,12.5929
local memory address entropy -- 7 LSBs skipped,12.0823
local memory address entropy -- 8 LSBs skipped,11.5782
local memory address entropy -- 9 LSBs skipped,11.0461
local memory address entropy -- 10 LSBs skipped,10.5155
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
