metric,count
opcode,8
total instruction count,1726215424
workitems,4946176
operand sum,1.72622e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,5.79302e-10
barriers per instruction,5.79302e-10
instructions per operand,1
total memory footprint,2526464
90% memory footprint,50263
global memory address entropy,16
local memory address entropy -- 1 LSBs skipped,16.5636
local memory address entropy -- 2 LSBs skipped,16.5636
local memory address entropy -- 3 LSBs skipped,15.1033
local memory address entropy -- 4 LSBs skipped,14.219
local memory address entropy -- 5 LSBs skipped,13.2217
local memory address entropy -- 6 LSBs skipped,12.3026
local memory address entropy -- 7 LSBs skipped,11.7318
local memory address entropy -- 8 LSBs skipped,11.2071
local memory address entropy -- 9 LSBs skipped,10.6905
local memory address entropy -- 10 LSBs skipped,10.14
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
