metric,count
opcode,8
total instruction count,557595904
workitems,1597696
operand sum,5.57596e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,1.79341e-09
barriers per instruction,1.79341e-09
instructions per operand,1
total memory footprint,829184
90% memory footprint,28567
global memory address entropy,15.5472
local memory address entropy -- 1 LSBs skipped,15.4809
local memory address entropy -- 2 LSBs skipped,15.4809
local memory address entropy -- 3 LSBs skipped,14.5135
local memory address entropy -- 4 LSBs skipped,13.4208
local memory address entropy -- 5 LSBs skipped,12.4212
local memory address entropy -- 6 LSBs skipped,11.4049
local memory address entropy -- 7 LSBs skipped,10.875
local memory address entropy -- 8 LSBs skipped,10.3369
local memory address entropy -- 9 LSBs skipped,9.78857
local memory address entropy -- 10 LSBs skipped,9.22401
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
