metric,count
opcode,8
total instruction count,2010240000
workitems,5760000
operand sum,2.01024e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,4.97453e-10
barriers per instruction,4.97453e-10
instructions per operand,1
total memory footprint,2937600
90% memory footprint,54240
global memory address entropy,16
local memory address entropy -- 1 LSBs skipped,16.6493
local memory address entropy -- 2 LSBs skipped,16.6493
local memory address entropy -- 3 LSBs skipped,15.3332
local memory address entropy -- 4 LSBs skipped,14.3783
local memory address entropy -- 5 LSBs skipped,13.4161
local memory address entropy -- 6 LSBs skipped,12.3677
local memory address entropy -- 7 LSBs skipped,11.8542
local memory address entropy -- 8 LSBs skipped,11.3313
local memory address entropy -- 9 LSBs skipped,10.79
local memory address entropy -- 10 LSBs skipped,10.2786
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
