metric,count
opcode,8
total instruction count,1580406016
workitems,4528384
operand sum,1.58041e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,6.32749e-10
barriers per instruction,6.32749e-10
instructions per operand,1
total memory footprint,2315264
90% memory footprint,48093
global memory address entropy,16
local memory address entropy -- 1 LSBs skipped,16.407
local memory address entropy -- 2 LSBs skipped,16.407
local memory address entropy -- 3 LSBs skipped,15.0191
local memory address entropy -- 4 LSBs skipped,14.3063
local memory address entropy -- 5 LSBs skipped,13.2305
local memory address entropy -- 6 LSBs skipped,12.1852
local memory address entropy -- 7 LSBs skipped,11.6842
local memory address entropy -- 8 LSBs skipped,11.1452
local memory address entropy -- 9 LSBs skipped,10.609
local memory address entropy -- 10 LSBs skipped,10.1008
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
