metric,count
opcode,8
total instruction count,1351685376
workitems,3873024
operand sum,1.35169e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,7.39817e-10
barriers per instruction,7.39817e-10
instructions per operand,1
total memory footprint,1983744
90% memory footprint,44477
global memory address entropy,16
local memory address entropy -- 1 LSBs skipped,16.1865
local memory address entropy -- 2 LSBs skipped,16.1865
local memory address entropy -- 3 LSBs skipped,15.1804
local memory address entropy -- 4 LSBs skipped,14.1126
local memory address entropy -- 5 LSBs skipped,13.1103
local memory address entropy -- 6 LSBs skipped,12.0984
local memory address entropy -- 7 LSBs skipped,11.551
local memory address entropy -- 8 LSBs skipped,11.0175
local memory address entropy -- 9 LSBs skipped,10.5022
local memory address entropy -- 10 LSBs skipped,9.95118
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
