metric,count
opcode,8
total instruction count,1441029376
workitems,4129024
operand sum,1.44103e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,6.93948e-10
barriers per instruction,6.93948e-10
instructions per operand,1
total memory footprint,2113280
90% memory footprint,45924
global memory address entropy,16
local memory address entropy -- 1 LSBs skipped,16.1677
local memory address entropy -- 2 LSBs skipped,16.1677
local memory address entropy -- 3 LSBs skipped,14.8536
local memory address entropy -- 4 LSBs skipped,14.2141
local memory address entropy -- 5 LSBs skipped,13.1092
local memory address entropy -- 6 LSBs skipped,12.1286
local memory address entropy -- 7 LSBs skipped,11.5954
local memory address entropy -- 8 LSBs skipped,11.0647
local memory address entropy -- 9 LSBs skipped,10.5229
local memory address entropy -- 10 LSBs skipped,9.97101
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
