metric,count
opcode,8
total instruction count,3940070400
workitems,11289600
operand sum,3.94007e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,2.53803e-10
barriers per instruction,2.53803e-10
instructions per operand,1
total memory footprint,5725440
90% memory footprint,75936
global memory address entropy,15.3303
local memory address entropy -- 1 LSBs skipped,16.2195
local memory address entropy -- 2 LSBs skipped,16.2195
local memory address entropy -- 3 LSBs skipped,16.3662
local memory address entropy -- 4 LSBs skipped,14.8165
local memory address entropy -- 5 LSBs skipped,13.8659
local memory address entropy -- 6 LSBs skipped,12.9175
local memory address entropy -- 7 LSBs skipped,12.4023
local memory address entropy -- 8 LSBs skipped,11.8361
local memory address entropy -- 9 LSBs skipped,11.3158
local memory address entropy -- 10 LSBs skipped,10.796
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
