metric,count
opcode,8
total instruction count,2959430656
workitems,8479744
operand sum,2.95943e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,3.37903e-10
barriers per instruction,3.37903e-10
instructions per operand,1
total memory footprint,4309760
90% memory footprint,65812
global memory address entropy,15.1605
local memory address entropy -- 1 LSBs skipped,16.1744
local memory address entropy -- 2 LSBs skipped,16.1744
local memory address entropy -- 3 LSBs skipped,15.957
local memory address entropy -- 4 LSBs skipped,14.5392
local memory address entropy -- 5 LSBs skipped,13.7273
local memory address entropy -- 6 LSBs skipped,12.6659
local memory address entropy -- 7 LSBs skipped,12.1673
local memory address entropy -- 8 LSBs skipped,11.6291
local memory address entropy -- 9 LSBs skipped,11.0881
local memory address entropy -- 10 LSBs skipped,10.5717
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
