metric,count
opcode,8
total instruction count,3057798400
workitems,8761600
operand sum,3.0578e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,3.27033e-10
barriers per instruction,3.27033e-10
instructions per operand,1
total memory footprint,4451840
90% memory footprint,66896
global memory address entropy,15.1643
local memory address entropy -- 1 LSBs skipped,15.7237
local memory address entropy -- 2 LSBs skipped,15.7237
local memory address entropy -- 3 LSBs skipped,16.0111
local memory address entropy -- 4 LSBs skipped,14.5451
local memory address entropy -- 5 LSBs skipped,13.7611
local memory address entropy -- 6 LSBs skipped,12.7117
local memory address entropy -- 7 LSBs skipped,12.2023
local memory address entropy -- 8 LSBs skipped,11.6463
local memory address entropy -- 9 LSBs skipped,11.1298
local memory address entropy -- 10 LSBs skipped,10.586
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
