metric,count
opcode,8
total instruction count,3573760000
workitems,10240000
operand sum,3.57376e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,2.79817e-10
barriers per instruction,2.79817e-10
instructions per operand,1
total memory footprint,5196800
90% memory footprint,72320
global memory address entropy,15.2639
local memory address entropy -- 1 LSBs skipped,16.0626
local memory address entropy -- 2 LSBs skipped,16.0626
local memory address entropy -- 3 LSBs skipped,16.1083
local memory address entropy -- 4 LSBs skipped,14.6914
local memory address entropy -- 5 LSBs skipped,13.7754
local memory address entropy -- 6 LSBs skipped,12.8029
local memory address entropy -- 7 LSBs skipped,12.2758
local memory address entropy -- 8 LSBs skipped,11.773
local memory address entropy -- 9 LSBs skipped,11.2431
local memory address entropy -- 10 LSBs skipped,10.7111
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
