metric,count
opcode,8
total instruction count,1852637184
workitems,5308416
operand sum,1.85264e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,5.39771e-10
barriers per instruction,5.39771e-10
instructions per operand,1
total memory footprint,2709504
90% memory footprint,52071
global memory address entropy,16
local memory address entropy -- 1 LSBs skipped,16.5762
local memory address entropy -- 2 LSBs skipped,16.5762
local memory address entropy -- 3 LSBs skipped,15.2203
local memory address entropy -- 4 LSBs skipped,14.2568
local memory address entropy -- 5 LSBs skipped,13.2941
local memory address entropy -- 6 LSBs skipped,12.3305
local memory address entropy -- 7 LSBs skipped,11.7882
local memory address entropy -- 8 LSBs skipped,11.2703
local memory address entropy -- 9 LSBs skipped,10.7406
local memory address entropy -- 10 LSBs skipped,10.2091
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
