metric,count
opcode,10
total instruction count,18146304
workitems,6336
operand sum,1.81463e+07
total # of barriers hit,0
min instructions to barrier,2520
max instructions to barrier,3208
median instructions to barrier,2864
max simd width,1
mean simd width,1
stdev simd width,0
granularity,5.51076e-08
barriers per instruction,5.51076e-08
instructions per operand,1
total memory footprint,50824
90% memory footprint,39639
global memory address entropy,14.1951
local memory address entropy -- 1 LSBs skipped,14.1956
local memory address entropy -- 2 LSBs skipped,14.1956
local memory address entropy -- 3 LSBs skipped,13.2108
local memory address entropy -- 4 LSBs skipped,12.2388
local memory address entropy -- 5 LSBs skipped,11.2943
local memory address entropy -- 6 LSBs skipped,10.4032
local memory address entropy -- 7 LSBs skipped,10.4032
local memory address entropy -- 8 LSBs skipped,10.4032
local memory address entropy -- 9 LSBs skipped,10.4032
local memory address entropy -- 10 LSBs skipped,10.4032
total unique branch instructions,5
90% branch instructions,3
branch entropy (yokota),85.282
branch entropy (average linear),0.218946
