metric,count
opcode,8
total instruction count,3157774336
workitems,9048064
operand sum,3.15777e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,3.16679e-10
barriers per instruction,3.16679e-10
instructions per operand,1
total memory footprint,4596224
90% memory footprint,67981
global memory address entropy,15.2103
local memory address entropy -- 1 LSBs skipped,15.8099
local memory address entropy -- 2 LSBs skipped,15.8099
local memory address entropy -- 3 LSBs skipped,16.0412
local memory address entropy -- 4 LSBs skipped,14.5707
local memory address entropy -- 5 LSBs skipped,13.8216
local memory address entropy -- 6 LSBs skipped,12.7537
local memory address entropy -- 7 LSBs skipped,12.183
local memory address entropy -- 8 LSBs skipped,11.682
local memory address entropy -- 9 LSBs skipped,11.1491
local memory address entropy -- 10 LSBs skipped,10.6002
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
