metric,count
opcode,8
total instruction count,2673976576
workitems,7661824
operand sum,2.67398e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,3.73975e-10
barriers per instruction,3.73975e-10
instructions per operand,1
total memory footprint,3897344
90% memory footprint,62557
global memory address entropy,15.0777
local memory address entropy -- 1 LSBs skipped,16.0195
local memory address entropy -- 2 LSBs skipped,16.0195
local memory address entropy -- 3 LSBs skipped,15.803
local memory address entropy -- 4 LSBs skipped,14.7271
local memory address entropy -- 5 LSBs skipped,13.6246
local memory address entropy -- 6 LSBs skipped,12.633
local memory address entropy -- 7 LSBs skipped,12.0875
local memory address entropy -- 8 LSBs skipped,11.5557
local memory address entropy -- 9 LSBs skipped,11.0109
local memory address entropy -- 10 LSBs skipped,10.4646
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
