metric,count
opcode,8
total instruction count,1022899456
workitems,2930944
operand sum,1.0229e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,9.77613e-10
barriers per instruction,9.77613e-10
instructions per operand,1
total memory footprint,1506560
90% memory footprint,38692
global memory address entropy,15.8222
local memory address entropy -- 1 LSBs skipped,15.8306
local memory address entropy -- 2 LSBs skipped,15.8306
local memory address entropy -- 3 LSBs skipped,14.88
local memory address entropy -- 4 LSBs skipped,13.915
local memory address entropy -- 5 LSBs skipped,12.8627
local memory address entropy -- 6 LSBs skipped,11.8791
local memory address entropy -- 7 LSBs skipped,11.3383
local memory address entropy -- 8 LSBs skipped,10.8035
local memory address entropy -- 9 LSBs skipped,10.2904
local memory address entropy -- 10 LSBs skipped,9.73798
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
