metric,count
opcode,8
total instruction count,1081062400
workitems,3097600
operand sum,1.08106e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,9.25016e-10
barriers per instruction,9.25016e-10
instructions per operand,1
total memory footprint,1591040
90% memory footprint,39776
global memory address entropy,15.9391
local memory address entropy -- 1 LSBs skipped,15.9376
local memory address entropy -- 2 LSBs skipped,15.9376
local memory address entropy -- 3 LSBs skipped,14.9714
local memory address entropy -- 4 LSBs skipped,13.9805
local memory address entropy -- 5 LSBs skipped,12.9269
local memory address entropy -- 6 LSBs skipped,11.9077
local memory address entropy -- 7 LSBs skipped,11.3841
local memory address entropy -- 8 LSBs skipped,10.8577
local memory address entropy -- 9 LSBs skipped,10.3111
local memory address entropy -- 10 LSBs skipped,9.75513
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
