metric,count
opcode,8
total instruction count,2521645056
workitems,7225344
operand sum,2.52165e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,3.96567e-10
barriers per instruction,3.96567e-10
instructions per operand,1
total memory footprint,3677184
90% memory footprint,60749
global memory address entropy,15.0349
local memory address entropy -- 1 LSBs skipped,15.991
local memory address entropy -- 2 LSBs skipped,15.991
local memory address entropy -- 3 LSBs skipped,15.7078
local memory address entropy -- 4 LSBs skipped,14.683
local memory address entropy -- 5 LSBs skipped,13.5154
local memory address entropy -- 6 LSBs skipped,12.5671
local memory address entropy -- 7 LSBs skipped,12.0214
local memory address entropy -- 8 LSBs skipped,11.5062
local memory address entropy -- 9 LSBs skipped,10.9697
local memory address entropy -- 10 LSBs skipped,10.4434
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
