metric,count
opcode,8
total instruction count,5718016
workitems,16384
operand sum,5.71802e+06
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,1.74886e-07
barriers per instruction,1.74886e-07
instructions per operand,1
total memory footprint,11264
90% memory footprint,2893
global memory address entropy,11.9134
local memory address entropy -- 1 LSBs skipped,11.9116
local memory address entropy -- 2 LSBs skipped,11.9116
local memory address entropy -- 3 LSBs skipped,10.9108
local memory address entropy -- 4 LSBs skipped,9.91106
local memory address entropy -- 5 LSBs skipped,8.91102
local memory address entropy -- 6 LSBs skipped,7.91093
local memory address entropy -- 7 LSBs skipped,7.38158
local memory address entropy -- 8 LSBs skipped,6.85217
local memory address entropy -- 9 LSBs skipped,6.32276
local memory address entropy -- 10 LSBs skipped,6.05633
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
