metric,count
opcode,1
total instruction count,5718820096
workitems,16386304
operand sum,5.71882e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,1.74861e-10
barriers per instruction,1.74861e-10
instructions per operand,1
total memory footprint,8290304
90% memory footprint,91485
global memory address entropy,15.5932
local memory address entropy -- 1 LSBs skipped,16.1096
local memory address entropy -- 2 LSBs skipped,16.1096
local memory address entropy -- 3 LSBs skipped,15.3254
local memory address entropy -- 4 LSBs skipped,15.5119
local memory address entropy -- 5 LSBs skipped,13.9057
local memory address entropy -- 6 LSBs skipped,13.2548
local memory address entropy -- 7 LSBs skipped,12.623
local memory address entropy -- 8 LSBs skipped,12.1199
local memory address entropy -- 9 LSBs skipped,11.5855
local memory address entropy -- 10 LSBs skipped,11.0538
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
