metric,count
opcode,1
total instruction count,5809593600
workitems,16646400
operand sum,5.80959e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,1.72129e-10
barriers per instruction,1.72129e-10
instructions per operand,1
total memory footprint,8421120
90% memory footprint,92208
global memory address entropy,15.5961
local memory address entropy -- 1 LSBs skipped,16.1093
local memory address entropy -- 2 LSBs skipped,16.1093
local memory address entropy -- 3 LSBs skipped,15.3358
local memory address entropy -- 4 LSBs skipped,15.5072
local memory address entropy -- 5 LSBs skipped,13.9212
local memory address entropy -- 6 LSBs skipped,13.24
local memory address entropy -- 7 LSBs skipped,12.6356
local memory address entropy -- 8 LSBs skipped,12.1356
local memory address entropy -- 9 LSBs skipped,11.5957
local memory address entropy -- 10 LSBs skipped,11.0523
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
