metric,count
opcode,8
total instruction count,1486773504
workitems,4260096
operand sum,1.48677e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,6.72597e-10
barriers per instruction,6.72597e-10
instructions per operand,1
total memory footprint,2179584
90% memory footprint,46647
global memory address entropy,16
local memory address entropy -- 1 LSBs skipped,16.3299
local memory address entropy -- 2 LSBs skipped,16.3299
local memory address entropy -- 3 LSBs skipped,14.9068
local memory address entropy -- 4 LSBs skipped,14.2093
local memory address entropy -- 5 LSBs skipped,13.1337
local memory address entropy -- 6 LSBs skipped,12.1736
local memory address entropy -- 7 LSBs skipped,11.6374
local memory address entropy -- 8 LSBs skipped,11.0997
local memory address entropy -- 9 LSBs skipped,10.5757
local memory address entropy -- 10 LSBs skipped,10.0525
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
