metric,count
opcode,8
total instruction count,1878457600
workitems,5382400
operand sum,1.87846e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,5.32352e-10
barriers per instruction,5.32352e-10
instructions per operand,1
total memory footprint,2746880
90% memory footprint,52432
global memory address entropy,16
local memory address entropy -- 1 LSBs skipped,16.5947
local memory address entropy -- 2 LSBs skipped,16.5947
local memory address entropy -- 3 LSBs skipped,15.2222
local memory address entropy -- 4 LSBs skipped,14.284
local memory address entropy -- 5 LSBs skipped,13.3073
local memory address entropy -- 6 LSBs skipped,12.3456
local memory address entropy -- 7 LSBs skipped,11.8068
local memory address entropy -- 8 LSBs skipped,11.2852
local memory address entropy -- 9 LSBs skipped,10.7532
local memory address entropy -- 10 LSBs skipped,10.2281
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
