metric,count
opcode,1
total instruction count,5764117504
workitems,16516096
operand sum,5.76412e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,1.73487e-10
barriers per instruction,1.73487e-10
instructions per operand,1
total memory footprint,8355584
90% memory footprint,91847
global memory address entropy,15.6253
local memory address entropy -- 1 LSBs skipped,16.1207
local memory address entropy -- 2 LSBs skipped,16.1207
local memory address entropy -- 3 LSBs skipped,15.3356
local memory address entropy -- 4 LSBs skipped,15.4883
local memory address entropy -- 5 LSBs skipped,13.9203
local memory address entropy -- 6 LSBs skipped,13.2449
local memory address entropy -- 7 LSBs skipped,12.6328
local memory address entropy -- 8 LSBs skipped,12.1282
local memory address entropy -- 9 LSBs skipped,11.588
local memory address entropy -- 10 LSBs skipped,11.0483
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
