metric,count
opcode,8
total instruction count,3645592576
workitems,10445824
operand sum,3.64559e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,2.74304e-10
barriers per instruction,2.74304e-10
instructions per operand,1
total memory footprint,5300480
90% memory footprint,73044
global memory address entropy,15.3004
local memory address entropy -- 1 LSBs skipped,16.1124
local memory address entropy -- 2 LSBs skipped,16.1124
local memory address entropy -- 3 LSBs skipped,16.1314
local memory address entropy -- 4 LSBs skipped,14.7253
local memory address entropy -- 5 LSBs skipped,13.7515
local memory address entropy -- 6 LSBs skipped,12.8021
local memory address entropy -- 7 LSBs skipped,12.3029
local memory address entropy -- 8 LSBs skipped,11.7746
local memory address entropy -- 9 LSBs skipped,11.2558
local memory address entropy -- 10 LSBs skipped,10.7191
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
