metric,count
opcode,8
total instruction count,4726297600
workitems,13542400
operand sum,4.7263e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,2.11582e-10
barriers per instruction,2.11582e-10
instructions per operand,1
total memory footprint,6859520
90% memory footprint,83168
global memory address entropy,15.4702
local memory address entropy -- 1 LSBs skipped,15.8621
local memory address entropy -- 2 LSBs skipped,15.8621
local memory address entropy -- 3 LSBs skipped,15.2666
local memory address entropy -- 4 LSBs skipped,15.1803
local memory address entropy -- 5 LSBs skipped,14.1412
local memory address entropy -- 6 LSBs skipped,12.9919
local memory address entropy -- 7 LSBs skipped,12.4843
local memory address entropy -- 8 LSBs skipped,11.9734
local memory address entropy -- 9 LSBs skipped,11.4414
local memory address entropy -- 10 LSBs skipped,10.9309
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
