metric,count
opcode,8
total instruction count,2230383616
workitems,6390784
operand sum,2.23038e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,4.48353e-10
barriers per instruction,4.48353e-10
instructions per operand,1
total memory footprint,3256064
90% memory footprint,57133
global memory address entropy,14.9573
local memory address entropy -- 1 LSBs skipped,15.8331
local memory address entropy -- 2 LSBs skipped,15.8331
local memory address entropy -- 3 LSBs skipped,15.5286
local memory address entropy -- 4 LSBs skipped,14.5367
local memory address entropy -- 5 LSBs skipped,13.5416
local memory address entropy -- 6 LSBs skipped,12.486
local memory address entropy -- 7 LSBs skipped,11.9502
local memory address entropy -- 8 LSBs skipped,11.4039
local memory address entropy -- 9 LSBs skipped,10.8648
local memory address entropy -- 10 LSBs skipped,10.3169
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
