metric,count
opcode,8
total instruction count,789443584
workitems,2262016
operand sum,7.89444e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,1.26671e-09
barriers per instruction,1.26671e-09
instructions per operand,1
total memory footprint,1167104
90% memory footprint,33991
global memory address entropy,15.3358
local memory address entropy -- 1 LSBs skipped,15.4655
local memory address entropy -- 2 LSBs skipped,15.4655
local memory address entropy -- 3 LSBs skipped,14.7711
local memory address entropy -- 4 LSBs skipped,13.7061
local memory address entropy -- 5 LSBs skipped,12.6573
local memory address entropy -- 6 LSBs skipped,11.6831
local memory address entropy -- 7 LSBs skipped,11.1493
local memory address entropy -- 8 LSBs skipped,10.6162
local memory address entropy -- 9 LSBs skipped,10.0685
local memory address entropy -- 10 LSBs skipped,9.50888
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
