metric,count
opcode,8
total instruction count,1956990976
workitems,5607424
operand sum,1.95699e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,5.10989e-10
barriers per instruction,5.10989e-10
instructions per operand,1
total memory footprint,2860544
90% memory footprint,53517
global memory address entropy,16
local memory address entropy -- 1 LSBs skipped,16.6142
local memory address entropy -- 2 LSBs skipped,16.6142
local memory address entropy -- 3 LSBs skipped,15.2907
local memory address entropy -- 4 LSBs skipped,14.3383
local memory address entropy -- 5 LSBs skipped,13.3791
local memory address entropy -- 6 LSBs skipped,12.3954
local memory address entropy -- 7 LSBs skipped,11.8266
local memory address entropy -- 8 LSBs skipped,11.3044
local memory address entropy -- 9 LSBs skipped,10.777
local memory address entropy -- 10 LSBs skipped,10.2646
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
