metric,count
opcode,8
total instruction count,270265600
workitems,774400
operand sum,2.70266e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,3.70006e-09
barriers per instruction,3.70006e-09
instructions per operand,1
total memory footprint,408320
90% memory footprint,19888
global memory address entropy,14.999
local memory address entropy -- 1 LSBs skipped,14.947
local memory address entropy -- 2 LSBs skipped,14.947
local memory address entropy -- 3 LSBs skipped,13.8668
local memory address entropy -- 4 LSBs skipped,12.8475
local memory address entropy -- 5 LSBs skipped,11.8546
local memory address entropy -- 6 LSBs skipped,10.8595
local memory address entropy -- 7 LSBs skipped,10.3255
local memory address entropy -- 8 LSBs skipped,9.78198
local memory address entropy -- 9 LSBs skipped,9.22491
local memory address entropy -- 10 LSBs skipped,8.76309
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
