metric,count
opcode,8
total instruction count,4442987776
workitems,12730624
operand sum,4.44299e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,2.25074e-10
barriers per instruction,2.25074e-10
instructions per operand,1
total memory footprint,6450944
90% memory footprint,80637
global memory address entropy,15.424
local memory address entropy -- 1 LSBs skipped,16.3601
local memory address entropy -- 2 LSBs skipped,16.3601
local memory address entropy -- 3 LSBs skipped,15.1689
local memory address entropy -- 4 LSBs skipped,15.0524
local memory address entropy -- 5 LSBs skipped,14.0605
local memory address entropy -- 6 LSBs skipped,13.0652
local memory address entropy -- 7 LSBs skipped,12.4768
local memory address entropy -- 8 LSBs skipped,11.938
local memory address entropy -- 9 LSBs skipped,11.388
local memory address entropy -- 10 LSBs skipped,10.8454
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
