metric,count
opcode,8
total instruction count,985017600
workitems,2822400
operand sum,9.85018e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,1.01521e-09
barriers per instruction,1.01521e-09
instructions per operand,1
total memory footprint,1451520
90% memory footprint,37968
global memory address entropy,15.746
local memory address entropy -- 1 LSBs skipped,15.7671
local memory address entropy -- 2 LSBs skipped,15.7671
local memory address entropy -- 3 LSBs skipped,14.8099
local memory address entropy -- 4 LSBs skipped,13.8593
local memory address entropy -- 5 LSBs skipped,12.8688
local memory address entropy -- 6 LSBs skipped,11.8308
local memory address entropy -- 7 LSBs skipped,11.3117
local memory address entropy -- 8 LSBs skipped,10.7918
local memory address entropy -- 9 LSBs skipped,10.2645
local memory address entropy -- 10 LSBs skipped,9.72373
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
