metric,count
opcode,8
total instruction count,43242496
workitems,123904
operand sum,4.32425e+07
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,2.31254e-08
barriers per instruction,2.31254e-08
instructions per operand,1
total memory footprint,70400
90% memory footprint,7956
global memory address entropy,13.4614
local memory address entropy -- 1 LSBs skipped,13.4611
local memory address entropy -- 2 LSBs skipped,13.4611
local memory address entropy -- 3 LSBs skipped,12.4584
local memory address entropy -- 4 LSBs skipped,11.4566
local memory address entropy -- 5 LSBs skipped,10.4552
local memory address entropy -- 6 LSBs skipped,9.45634
local memory address entropy -- 7 LSBs skipped,8.92678
local memory address entropy -- 8 LSBs skipped,8.40328
local memory address entropy -- 9 LSBs skipped,7.82622
local memory address entropy -- 10 LSBs skipped,7.4412
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
