metric,count
opcode,8
total instruction count,4245984256
workitems,12166144
operand sum,4.24598e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,2.35517e-10
barriers per instruction,2.35517e-10
instructions per operand,1
total memory footprint,6166784
90% memory footprint,78829
global memory address entropy,15.3938
local memory address entropy -- 1 LSBs skipped,16.3242
local memory address entropy -- 2 LSBs skipped,16.3242
local memory address entropy -- 3 LSBs skipped,16.6244
local memory address entropy -- 4 LSBs skipped,14.9597
local memory address entropy -- 5 LSBs skipped,14.0144
local memory address entropy -- 6 LSBs skipped,12.9951
local memory address entropy -- 7 LSBs skipped,12.4272
local memory address entropy -- 8 LSBs skipped,11.8942
local memory address entropy -- 9 LSBs skipped,11.3703
local memory address entropy -- 10 LSBs skipped,10.8331
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
