metric,count
opcode,10
total instruction count,15030272
workitems,5248
operand sum,1.50303e+07
total # of barriers hit,0
min instructions to barrier,2520
max instructions to barrier,3208
median instructions to barrier,2864
max simd width,1
mean simd width,1
stdev simd width,0
granularity,6.65324e-08
barriers per instruction,6.65324e-08
instructions per operand,1
total memory footprint,42120
90% memory footprint,32855
global memory address entropy,13.9921
local memory address entropy -- 1 LSBs skipped,13.9934
local memory address entropy -- 2 LSBs skipped,13.9934
local memory address entropy -- 3 LSBs skipped,13.0088
local memory address entropy -- 4 LSBs skipped,12.0379
local memory address entropy -- 5 LSBs skipped,11.0919
local memory address entropy -- 6 LSBs skipped,10.2016
local memory address entropy -- 7 LSBs skipped,10.2016
local memory address entropy -- 8 LSBs skipped,10.2016
local memory address entropy -- 9 LSBs skipped,10.2016
local memory address entropy -- 10 LSBs skipped,10.2016
total unique branch instructions,5
90% branch instructions,3
branch entropy (yokota),85.282
branch entropy (average linear),0.218945
