metric,count
opcode,8
total instruction count,723686400
workitems,2073600
operand sum,7.23686e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,1.38181e-09
barriers per instruction,1.38181e-09
instructions per operand,1
total memory footprint,1071360
90% memory footprint,32544
global memory address entropy,15.1869
local memory address entropy -- 1 LSBs skipped,15.3145
local memory address entropy -- 2 LSBs skipped,15.3145
local memory address entropy -- 3 LSBs skipped,14.6435
local memory address entropy -- 4 LSBs skipped,13.58
local memory address entropy -- 5 LSBs skipped,12.6052
local memory address entropy -- 6 LSBs skipped,11.6034
local memory address entropy -- 7 LSBs skipped,11.0765
local memory address entropy -- 8 LSBs skipped,10.5503
local memory address entropy -- 9 LSBs skipped,10.0306
local memory address entropy -- 10 LSBs skipped,9.48107
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
