metric,count
opcode,8
total instruction count,4685288704
workitems,13424896
operand sum,4.68529e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,2.13434e-10
barriers per instruction,2.13434e-10
instructions per operand,1
total memory footprint,6800384
90% memory footprint,82807
global memory address entropy,15.4334
local memory address entropy -- 1 LSBs skipped,15.8336
local memory address entropy -- 2 LSBs skipped,15.8336
local memory address entropy -- 3 LSBs skipped,15.2594
local memory address entropy -- 4 LSBs skipped,15.1641
local memory address entropy -- 5 LSBs skipped,14.1214
local memory address entropy -- 6 LSBs skipped,12.9763
local memory address entropy -- 7 LSBs skipped,12.4809
local memory address entropy -- 8 LSBs skipped,11.9671
local memory address entropy -- 9 LSBs skipped,11.4356
local memory address entropy -- 10 LSBs skipped,10.9221
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
