metric,count
opcode,1
total instruction count,5673701376
workitems,16257024
operand sum,5.6737e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,1.76252e-10
barriers per instruction,1.76252e-10
instructions per operand,1
total memory footprint,8225280
90% memory footprint,91124
global memory address entropy,15.6212
local memory address entropy -- 1 LSBs skipped,16.1157
local memory address entropy -- 2 LSBs skipped,16.1157
local memory address entropy -- 3 LSBs skipped,15.3207
local memory address entropy -- 4 LSBs skipped,15.4933
local memory address entropy -- 5 LSBs skipped,13.8961
local memory address entropy -- 6 LSBs skipped,13.2412
local memory address entropy -- 7 LSBs skipped,12.6097
local memory address entropy -- 8 LSBs skipped,12.1076
local memory address entropy -- 9 LSBs skipped,11.5768
local memory address entropy -- 10 LSBs skipped,11.0498
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
