metric,count
opcode,1
total instruction count,5103418624
workitems,14622976
operand sum,5.10342e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,1.95947e-10
barriers per instruction,1.95947e-10
instructions per operand,1
total memory footprint,7403264
90% memory footprint,86423
global memory address entropy,15.5201
local memory address entropy -- 1 LSBs skipped,15.8974
local memory address entropy -- 2 LSBs skipped,15.8974
local memory address entropy -- 3 LSBs skipped,15.3218
local memory address entropy -- 4 LSBs skipped,15.2957
local memory address entropy -- 5 LSBs skipped,14.2849
local memory address entropy -- 6 LSBs skipped,13.0675
local memory address entropy -- 7 LSBs skipped,12.5863
local memory address entropy -- 8 LSBs skipped,12.0272
local memory address entropy -- 9 LSBs skipped,11.4932
local memory address entropy -- 10 LSBs skipped,10.9569
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
