metric,count
opcode,8
total instruction count,1061496064
workitems,3041536
operand sum,1.0615e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,9.42067e-10
barriers per instruction,9.42067e-10
instructions per operand,1
total memory footprint,1562624
90% memory footprint,39415
global memory address entropy,15.895
local memory address entropy -- 1 LSBs skipped,15.8966
local memory address entropy -- 2 LSBs skipped,15.8966
local memory address entropy -- 3 LSBs skipped,14.9379
local memory address entropy -- 4 LSBs skipped,13.9611
local memory address entropy -- 5 LSBs skipped,12.8983
local memory address entropy -- 6 LSBs skipped,11.8882
local memory address entropy -- 7 LSBs skipped,11.3665
local memory address entropy -- 8 LSBs skipped,10.8442
local memory address entropy -- 9 LSBs skipped,10.3034
local memory address entropy -- 10 LSBs skipped,9.74957
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
