metric,count
opcode,1
total instruction count,4850396416
workitems,13897984
operand sum,4.8504e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,2.06169e-10
barriers per instruction,2.06169e-10
instructions per operand,1
total memory footprint,7038464
90% memory footprint,84253
global memory address entropy,15.4719
local memory address entropy -- 1 LSBs skipped,15.868
local memory address entropy -- 2 LSBs skipped,15.868
local memory address entropy -- 3 LSBs skipped,15.299
local memory address entropy -- 4 LSBs skipped,15.2362
local memory address entropy -- 5 LSBs skipped,14.2085
local memory address entropy -- 6 LSBs skipped,12.9996
local memory address entropy -- 7 LSBs skipped,12.5113
local memory address entropy -- 8 LSBs skipped,12.0124
local memory address entropy -- 9 LSBs skipped,11.4825
local memory address entropy -- 10 LSBs skipped,10.9431
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
