metric,count
opcode,8
total instruction count,875660544
workitems,2509056
operand sum,8.75661e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,1.142e-09
barriers per instruction,1.142e-09
instructions per operand,1
total memory footprint,1292544
90% memory footprint,35799
global memory address entropy,15.5174
local memory address entropy -- 1 LSBs skipped,15.5938
local memory address entropy -- 2 LSBs skipped,15.5938
local memory address entropy -- 3 LSBs skipped,14.7124
local memory address entropy -- 4 LSBs skipped,13.6945
local memory address entropy -- 5 LSBs skipped,12.7386
local memory address entropy -- 6 LSBs skipped,11.7534
local memory address entropy -- 7 LSBs skipped,11.2209
local memory address entropy -- 8 LSBs skipped,10.6843
local memory address entropy -- 9 LSBs skipped,10.1707
local memory address entropy -- 10 LSBs skipped,9.65799
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
