metric,count
opcode,8
total instruction count,3024830464
workitems,8667136
operand sum,3.02483e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,3.30597e-10
barriers per instruction,3.30597e-10
instructions per operand,1
total memory footprint,4404224
90% memory footprint,66535
global memory address entropy,15.1617
local memory address entropy -- 1 LSBs skipped,15.7098
local memory address entropy -- 2 LSBs skipped,15.7098
local memory address entropy -- 3 LSBs skipped,16.0016
local memory address entropy -- 4 LSBs skipped,14.5287
local memory address entropy -- 5 LSBs skipped,13.7692
local memory address entropy -- 6 LSBs skipped,12.6907
local memory address entropy -- 7 LSBs skipped,12.1912
local memory address entropy -- 8 LSBs skipped,11.6328
local memory address entropy -- 9 LSBs skipped,11.1135
local memory address entropy -- 10 LSBs skipped,10.5824
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
