metric,count
opcode,10
total instruction count,8156672
workitems,2848
operand sum,8.15667e+06
total # of barriers hit,0
min instructions to barrier,2520
max instructions to barrier,3208
median instructions to barrier,2864
max simd width,1
mean simd width,1
stdev simd width,0
granularity,1.22599e-07
barriers per instruction,1.22599e-07
instructions per operand,1
total memory footprint,22920
90% memory footprint,17892
global memory address entropy,13.3388
local memory address entropy -- 1 LSBs skipped,13.3382
local memory address entropy -- 2 LSBs skipped,13.3382
local memory address entropy -- 3 LSBs skipped,12.3538
local memory address entropy -- 4 LSBs skipped,11.3823
local memory address entropy -- 5 LSBs skipped,10.4374
local memory address entropy -- 6 LSBs skipped,9.54683
local memory address entropy -- 7 LSBs skipped,9.54683
local memory address entropy -- 8 LSBs skipped,9.54688
local memory address entropy -- 9 LSBs skipped,9.54684
local memory address entropy -- 10 LSBs skipped,9.54687
total unique branch instructions,5
90% branch instructions,3
branch entropy (yokota),85.282
branch entropy (average linear),0.218936
