metric,count
opcode,8
total instruction count,12865536
workitems,36864
operand sum,1.28655e+07
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,7.7727e-08
barriers per instruction,7.7727e-08
instructions per operand,1
total memory footprint,23040
90% memory footprint,4340
global memory address entropy,12.5294
local memory address entropy -- 1 LSBs skipped,12.5292
local memory address entropy -- 2 LSBs skipped,12.5292
local memory address entropy -- 3 LSBs skipped,11.5321
local memory address entropy -- 4 LSBs skipped,10.5307
local memory address entropy -- 5 LSBs skipped,9.53026
local memory address entropy -- 6 LSBs skipped,8.53046
local memory address entropy -- 7 LSBs skipped,8.0009
local memory address entropy -- 8 LSBs skipped,7.52524
local memory address entropy -- 9 LSBs skipped,7.08623
local memory address entropy -- 10 LSBs skipped,6.74172
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
