metric,count
opcode,8
total instruction count,489247744
workitems,1401856
operand sum,4.89248e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,2.04395e-09
barriers per instruction,2.04395e-09
instructions per operand,1
total memory footprint,729344
90% memory footprint,26759
global memory address entropy,15.2574
local memory address entropy -- 1 LSBs skipped,15.2766
local memory address entropy -- 2 LSBs skipped,15.2766
local memory address entropy -- 3 LSBs skipped,14.32
local memory address entropy -- 4 LSBs skipped,13.3264
local memory address entropy -- 5 LSBs skipped,12.294
local memory address entropy -- 6 LSBs skipped,11.3033
local memory address entropy -- 7 LSBs skipped,10.7784
local memory address entropy -- 8 LSBs skipped,10.2573
local memory address entropy -- 9 LSBs skipped,9.7384
local memory address entropy -- 10 LSBs skipped,9.23035
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
