metric,count
opcode,8
total instruction count,22872064
workitems,65536
operand sum,2.28721e+07
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,4.37215e-08
barriers per instruction,4.37215e-08
instructions per operand,1
total memory footprint,38912
90% memory footprint,5786
global memory address entropy,12.9726
local memory address entropy -- 1 LSBs skipped,12.971
local memory address entropy -- 2 LSBs skipped,12.971
local memory address entropy -- 3 LSBs skipped,11.9688
local memory address entropy -- 4 LSBs skipped,10.9708
local memory address entropy -- 5 LSBs skipped,9.96999
local memory address entropy -- 6 LSBs skipped,8.96982
local memory address entropy -- 7 LSBs skipped,8.44035
local memory address entropy -- 8 LSBs skipped,7.94973
local memory address entropy -- 9 LSBs skipped,7.48518
local memory address entropy -- 10 LSBs skipped,7.08759
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
