metric,count
opcode,8
total instruction count,122311936
workitems,350464
operand sum,1.22312e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,8.17582e-09
barriers per instruction,8.17582e-09
instructions per operand,1
total memory footprint,189440
90% memory footprint,13380
global memory address entropy,14.3243
local memory address entropy -- 1 LSBs skipped,14.2941
local memory address entropy -- 2 LSBs skipped,14.2941
local memory address entropy -- 3 LSBs skipped,13.2345
local memory address entropy -- 4 LSBs skipped,12.2439
local memory address entropy -- 5 LSBs skipped,11.2487
local memory address entropy -- 6 LSBs skipped,10.2515
local memory address entropy -- 7 LSBs skipped,9.72026
local memory address entropy -- 8 LSBs skipped,9.20209
local memory address entropy -- 9 LSBs skipped,8.69542
local memory address entropy -- 10 LSBs skipped,8.21517
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
