metric,count
opcode,8
total instruction count,332449024
workitems,952576
operand sum,3.32449e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,3.00798e-09
barriers per instruction,3.00798e-09
instructions per operand,1
total memory footprint,499712
90% memory footprint,22058
global memory address entropy,15.0324
local memory address entropy -- 1 LSBs skipped,15.0292
local memory address entropy -- 2 LSBs skipped,15.0292
local memory address entropy -- 3 LSBs skipped,14.038
local memory address entropy -- 4 LSBs skipped,13.0219
local memory address entropy -- 5 LSBs skipped,12.0236
local memory address entropy -- 6 LSBs skipped,11.0127
local memory address entropy -- 7 LSBs skipped,10.4827
local memory address entropy -- 8 LSBs skipped,9.96007
local memory address entropy -- 9 LSBs skipped,9.4433
local memory address entropy -- 10 LSBs skipped,8.94097
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
