metric,count
opcode,8
total instruction count,109446400
workitems,313600
operand sum,1.09446e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,9.13689e-09
barriers per instruction,9.13689e-09
instructions per operand,1
total memory footprint,170240
90% memory footprint,12656
global memory address entropy,14.107
local memory address entropy -- 1 LSBs skipped,14.1315
local memory address entropy -- 2 LSBs skipped,14.1315
local memory address entropy -- 3 LSBs skipped,13.1654
local memory address entropy -- 4 LSBs skipped,12.1595
local memory address entropy -- 5 LSBs skipped,11.1672
local memory address entropy -- 6 LSBs skipped,10.1645
local memory address entropy -- 7 LSBs skipped,9.63583
local memory address entropy -- 8 LSBs skipped,9.11811
local memory address entropy -- 9 LSBs skipped,8.61299
local memory address entropy -- 10 LSBs skipped,8.13607
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
