metric,count
opcode,8
total instruction count,75138304
workitems,215296
operand sum,7.51383e+07
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,1.33088e-08
barriers per instruction,1.33088e-08
instructions per operand,1
total memory footprint,118784
90% memory footprint,10487
global memory address entropy,13.8874
local memory address entropy -- 1 LSBs skipped,13.8839
local memory address entropy -- 2 LSBs skipped,13.8839
local memory address entropy -- 3 LSBs skipped,12.8819
local memory address entropy -- 4 LSBs skipped,11.8764
local memory address entropy -- 5 LSBs skipped,10.8798
local memory address entropy -- 6 LSBs skipped,9.87796
local memory address entropy -- 7 LSBs skipped,9.34856
local memory address entropy -- 8 LSBs skipped,8.83451
local memory address entropy -- 9 LSBs skipped,8.3353
local memory address entropy -- 10 LSBs skipped,7.87136
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
