metric,count
opcode,8
total instruction count,476114176
workitems,1364224
operand sum,4.76114e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,2.10034e-09
barriers per instruction,2.10034e-09
instructions per operand,1
total memory footprint,710144
90% memory footprint,26397
global memory address entropy,15.204
local memory address entropy -- 1 LSBs skipped,15.2259
local memory address entropy -- 2 LSBs skipped,15.2259
local memory address entropy -- 3 LSBs skipped,14.2762
local memory address entropy -- 4 LSBs skipped,13.3069
local memory address entropy -- 5 LSBs skipped,12.2955
local memory address entropy -- 6 LSBs skipped,11.2856
local memory address entropy -- 7 LSBs skipped,10.7563
local memory address entropy -- 8 LSBs skipped,10.2329
local memory address entropy -- 9 LSBs skipped,9.71426
local memory address entropy -- 10 LSBs skipped,9.20624
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
