metric,count
opcode,8
total instruction count,691879936
workitems,1982464
operand sum,6.9188e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,1.44534e-09
barriers per instruction,1.44534e-09
instructions per operand,1
total memory footprint,1025024
90% memory footprint,31821
global memory address entropy,15.1164
local memory address entropy -- 1 LSBs skipped,15.2955
local memory address entropy -- 2 LSBs skipped,15.2955
local memory address entropy -- 3 LSBs skipped,14.6143
local memory address entropy -- 4 LSBs skipped,13.5489
local memory address entropy -- 5 LSBs skipped,12.5517
local memory address entropy -- 6 LSBs skipped,11.5768
local memory address entropy -- 7 LSBs skipped,11.0479
local memory address entropy -- 8 LSBs skipped,10.5147
local memory address entropy -- 9 LSBs skipped,9.96634
local memory address entropy -- 10 LSBs skipped,9.40593
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
