metric,count
opcode,8
total instruction count,557595904
workitems,1597696
operand sum,5.57596e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,1.79341e-09
barriers per instruction,1.79341e-09
instructions per operand,1
total memory footprint,829184
90% memory footprint,28567
global memory address entropy,15.5472
local memory address entropy -- 1 LSBs skipped,15.4976
local memory address entropy -- 2 LSBs skipped,15.4976
local memory address entropy -- 3 LSBs skipped,14.5032
local memory address entropy -- 4 LSBs skipped,13.4209
local memory address entropy -- 5 LSBs skipped,12.4193
local memory address entropy -- 6 LSBs skipped,11.4042
local memory address entropy -- 7 LSBs skipped,10.8772
local memory address entropy -- 8 LSBs skipped,10.353
local memory address entropy -- 9 LSBs skipped,9.83317
local memory address entropy -- 10 LSBs skipped,9.31205
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
