metric,count
opcode,8
total instruction count,516050944
workitems,1478656
operand sum,5.16051e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,1.93779e-09
barriers per instruction,1.93779e-09
instructions per operand,1
total memory footprint,768512
90% memory footprint,27482
global memory address entropy,15.3736
local memory address entropy -- 1 LSBs skipped,15.3683
local memory address entropy -- 2 LSBs skipped,15.3683
local memory address entropy -- 3 LSBs skipped,14.4012
local memory address entropy -- 4 LSBs skipped,13.3343
local memory address entropy -- 5 LSBs skipped,12.3586
local memory address entropy -- 6 LSBs skipped,11.3477
local memory address entropy -- 7 LSBs skipped,10.821
local memory address entropy -- 8 LSBs skipped,10.2984
local memory address entropy -- 9 LSBs skipped,9.77811
local memory address entropy -- 10 LSBs skipped,9.26823
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
