metric,count
opcode,8
total instruction count,157602816
workitems,451584
operand sum,1.57603e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,6.34506e-09
barriers per instruction,6.34506e-09
instructions per operand,1
total memory footprint,241920
90% memory footprint,15188
global memory address entropy,14.4534
local memory address entropy -- 1 LSBs skipped,14.4499
local memory address entropy -- 2 LSBs skipped,14.4499
local memory address entropy -- 3 LSBs skipped,13.4284
local memory address entropy -- 4 LSBs skipped,12.4478
local memory address entropy -- 5 LSBs skipped,11.4407
local memory address entropy -- 6 LSBs skipped,10.4429
local memory address entropy -- 7 LSBs skipped,9.91443
local memory address entropy -- 8 LSBs skipped,9.3976
local memory address entropy -- 9 LSBs skipped,8.88944
local memory address entropy -- 10 LSBs skipped,8.40272
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
