metric,count
opcode,10
total instruction count,2291200
workitems,800
operand sum,2.2912e+06
total # of barriers hit,0
min instructions to barrier,2520
max instructions to barrier,3208
median instructions to barrier,2864
max simd width,1
mean simd width,1
stdev simd width,0
granularity,4.36453e-07
barriers per instruction,4.36453e-07
instructions per operand,1
total memory footprint,6536
90% memory footprint,5124
global memory address entropy,11.9782
local memory address entropy -- 1 LSBs skipped,11.978
local memory address entropy -- 2 LSBs skipped,11.978
local memory address entropy -- 3 LSBs skipped,10.9941
local memory address entropy -- 4 LSBs skipped,10.0223
local memory address entropy -- 5 LSBs skipped,9.07742
local memory address entropy -- 6 LSBs skipped,8.18681
local memory address entropy -- 7 LSBs skipped,8.18681
local memory address entropy -- 8 LSBs skipped,8.18681
local memory address entropy -- 9 LSBs skipped,8.18681
local memory address entropy -- 10 LSBs skipped,8.18681
total unique branch instructions,5
90% branch instructions,3
branch entropy (yokota),85.282
branch entropy (average linear),0.218891
