metric,count
opcode,8
total instruction count,70045696
workitems,200704
operand sum,7.00457e+07
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
min instructions executed by a work-item,349
max instructions executed by a work-item,349
median instructions executed by a work-item,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,1.42764e-08
barriers per instruction,1.42764e-08
instructions per operand,1
total memory footprint,215040
90% memory footprint,13709
global memory address entropy,14.4197
local memory address entropy -- 1 LSBs skipped,12.399
local memory address entropy -- 2 LSBs skipped,12.399
local memory address entropy -- 3 LSBs skipped,12.399
local memory address entropy -- 4 LSBs skipped,12.399
local memory address entropy -- 5 LSBs skipped,11.5501
local memory address entropy -- 6 LSBs skipped,10.8097
local memory address entropy -- 7 LSBs skipped,10.2753
local memory address entropy -- 8 LSBs skipped,9.53637
local memory address entropy -- 9 LSBs skipped,8.9255
local memory address entropy -- 10 LSBs skipped,8.40814
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
